"study.doi","year.of.publication","group","species","continent","driver","driver.type","stage.age","vital.rates","sens","gen.time","n.vr","n.pam","dens","biotic_interactions","mat","lambda.sim","study.length"
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.047031628826531,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0455535917808099,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.034113731068693,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0186326716178956,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0791583471483358,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0364352644487745,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0281510542058183,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0519412751263462,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.061553530719598,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.024429156366852,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0741398541404433,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0360957022866345,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0558267166969619,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0346787042268736,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0243959443144109,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0517827863206114,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0183948986885039,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0570292095585204,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0596571492784781,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.029821383928923,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0307959734452537,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0188986281034942,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0254318137854279,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0250561318288953,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0424638072001669,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0316706971295211,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0257734870248518,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0263349824217142,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0293820318809833,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0299327786265223,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0610649963684775,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0618537174504744,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0195709044158427,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0116936117621675,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0390449355054793,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.00805347906546829,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.032470878062154,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0189036077028822,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0468051446634329,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0149954545055906,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0330839757133766,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0290990908104859,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.136327432493801,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0288570983718809,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0409598302541417,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0303974254552046,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0128662065674472,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0353693991874531,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0295879995530576,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0256406986221139,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0439215947222653,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0143715380050937,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0740185339053416,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0313577655611602,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0120708161774812,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0649401404498835,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0156792911154562,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0435953871249633,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0263372244679026,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0171890143409459,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0174935263984339,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","temperature","C","reproductive","survival",0.0246649496633859,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.047538393218856,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.182695890367147,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0320628064148982,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0402907737577577,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0379416625414377,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.208535922034505,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0360130361302781,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.116173250544078,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0240990211171832,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0327361431746771,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0345346106186137,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0301859481095685,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0376316278872416,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0183794004117281,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.042671468300764,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0493551792090022,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0968418664199956,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0797505360303213,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0248925387652628,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.264668087880407,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0481300572424932,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0490246917921987,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0278746460581543,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0313591219707678,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0372070536279083,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.158063646199586,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0464719141086879,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0140204179877565,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0167957027103136,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0193443513020602,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0718652515707159,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0830876127554257,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0501534543057341,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0746534193170615,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0598174933191586,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.215201587320927,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.036950708395601,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0615599524066348,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0237737333810458,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0328557026375653,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.018154666707046,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0403699162242829,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0292944437679914,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.119565234605883,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0465938473114872,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.037710242933726,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0242778089461154,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0547667867282157,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.119101934546043,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0451549394102719,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0422943010363861,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0600673302462909,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.028185287397411,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0301474912266458,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0362500489230954,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.110480832895366,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0717378965207698,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0426014131411171,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0167085037686337,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.07655978080162,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0471814568838836,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.035094801701499,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0382859616717762,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0653818761112072,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.040685508647162,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.351564289516634,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0514468134663751,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0210710338155778,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0552097955975904,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0440893911942266,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0688834377951597,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0472055875463614,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0581305516755711,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0839419525825411,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0252612265037685,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0355846640238945,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0228501104617604,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0496059921630467,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0242763318739554,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0512678022516407,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0600505446232249,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0413015369833624,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0925869857166541,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0390349350110442,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0724969616093231,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.06043596276657,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0565264885056229,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.035443492115108,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.047925799547148,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0413865015283599,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0484637030339134,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.107666564960574,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0314709462270604,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0624010319838958,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0584007026083997,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0281030025225735,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0618011672988549,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0292418079747933,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0253709232844458,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","flowering",0.0442257622825085,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0480465499201255,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0332456913759853,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0716973728568376,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.039103768328829,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0413321369876855,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.130761425161816,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0850920126295548,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0533604444122864,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0538142501944883,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0605669625860812,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0400865585792123,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0478690531683014,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0618081654309228,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.119127067452463,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0691601626281158,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0573616748768309,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0510600141529234,2,5,156,1,0,2,1,11
